0.02,8.0,0.10334,100000.0
0.02,12.0,0.0432450614086,110001.0
0.02,16.0,0.0205725402496,110001.0
0.02,20.0,0.0103908146289,110001.0
0.02,24.0,0.003499650035,10001.0
0.022,8.0,0.13001,100000.0
0.022,12.0,0.0654539504186,110001.0
0.022,16.0,0.0372996609122,110001.0
0.022,20.0,0.0216725302497,110001.0
0.022,24.0,0.014598540146,10001.0
0.024,8.0,0.15454,100000.0
0.024,12.0,0.0906355396769,110001.0
0.024,16.0,0.0611358078563,110001.0
0.024,20.0,0.0419268915737,110001.0
0.024,24.0,0.027797220278,10001.0
0.026,8.0,0.18301,100000.0
0.026,12.0,0.123689784638,110001.0
0.026,16.0,0.0942718702557,110001.0
0.026,20.0,0.0766629394278,110001.0
0.026,24.0,0.0598940105989,10001.0
0.028,8.0,0.21416,100000.0
0.028,12.0,0.16366243447,590001.0
0.028,16.0,0.140701456438,590001.0
0.028,20.0,0.127033682994,590001.0
0.028,24.0,0.114630378305,490001.0
0.029,12.0,0.186214583333,480000.0
0.029,16.0,0.168066666667,480000.0
0.029,20.0,0.160277083333,480000.0
0.029,24.0,0.1535375,480000.0
0.03,8.0,0.24586,100000.0
0.03,12.0,0.210694558145,590001.0
0.03,16.0,0.198964069552,590001.0
0.03,20.0,0.198050511779,590001.0
0.03,24.0,0.199544490726,490001.0
0.031,12.0,0.2344875,480000.0
0.031,16.0,0.233935416667,480000.0
0.031,20.0,0.239819148936,470000.0
0.031,24.0,0.252672916667,480000.0
0.032,8.0,0.28165,100000.0
0.032,12.0,0.260785998668,590001.0
0.032,16.0,0.269963949214,590001.0
0.032,20.0,0.287885952736,590001.0
0.032,24.0,0.311309568756,490001.0
0.034,8.0,0.31617,100000.0
0.034,12.0,0.319797092754,110001.0
0.034,16.0,0.348851374079,110001.0
0.034,20.0,0.393850964991,110001.0
0.034,24.0,0.448155184482,10001.0
0.036,8.0,0.35168,100000.0
0.036,12.0,0.375778402015,110001.0
0.036,16.0,0.431296079127,110001.0
0.036,20.0,0.502695430042,110001.0
0.036,24.0,0.581641835816,10001.0
0.038,8.0,0.39047,100000.0
0.038,12.0,0.438214198053,110001.0
0.038,16.0,0.517840746902,110001.0
0.038,20.0,0.607185389224,110001.0
0.038,24.0,0.693430656934,10001.0
